time, U1PosX, U1PosY, U1PosZ, U1HeadX, U1HeadY, U1HeadZ, U1HeadEulerX, U1HeadEulerY, U1LocalHeadEulerZ, U1ControllerRX, U1ControllerRY, U1ControllerRZ, U1ControllerEulerRX, U1ControllerEulerRY, U1ControllerEulerRZ,U1ControllerLX, U1ControllerLY, U1ControllerLZ, U1ControllerEulerLX, U1ControllerEulerLY, U1ControllerEulerLZ,U1PointerX, U1PointerY, U1PointerZ, U1PointerVis, U1StickyPointerX, U1StickyPointerY, U1StickyPointerZ, U1StickyPointerVis, U1SpeakingU2PosX, U2PosY, U2PosZ, U2HeadX, U2HeadY, U2HeadZ, U2HeadEulerX, U2HeadEulerY, U2LocalHeadEulerZ, U2ControllerRX, U2ControllerRY, U2ControllerRZ, U2ControllerEulerRX, U2ControllerEulerRY, U2ControllerEulerRZ,U2ControllerLX, U2ControllerLY, U2ControllerLZ, U2ControllerEulerLX, U2ControllerEulerLY, U2ControllerEulerLZ,U2PointerX, U2PointerY, U2PointerZ, U2PointerVis, U2StickyPointerX, U2StickyPointerY, U2StickyPointerZ, U2StickyPointerVis, U2Speaking
76.789,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.747, 342.858, 359.790,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,1,1.779, -0.027, -0.607,2.220, 1.331, -0.687,334.116, 335.514, 358.114,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,1
76.837,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.746, 342.856, 359.786,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,1,1.779, -0.027, -0.607,2.224, 1.332, -0.690,334.767, 335.389, 358.161,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,1
76.871,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.747, 342.856, 359.787,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.696,null,null,null,0,null,null,null,1,1,1.779, -0.027, -0.607,2.226, 1.331, -0.692,335.122, 334.767, 358.716,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,1
76.909,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.744, 342.855, 359.784,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,2.228, 1.331, -0.693,334.820, 334.403, 358.965,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,1
76.955,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.750, 342.859, 359.785,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,2.227, 1.330, -0.693,334.462, 334.085, 358.964,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,1
76.989,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.750, 342.861, 359.789,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,2.223, 1.328, -0.689,335.136, 333.507, 359.554,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,1
77.030,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.751, 342.861, 359.788,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,2.217, 1.328, -0.684,335.309, 333.128, 359.993,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,1
77.067,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.755, 342.858, 359.784,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,2.211, 1.328, -0.678,334.978, 332.776, 359.961,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,1
77.108,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.755, 342.860, 359.782,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,2.202, 1.327, -0.669,334.784, 332.503, 359.807,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,1
77.153,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.757, 342.860, 359.783,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,2.192, 1.326, -0.659,334.777, 332.193, 359.864,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,1
77.187,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.757, 342.866, 359.781,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,2.181, 1.326, -0.647,334.877, 331.591, 0.067,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,1
77.229,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.754, 342.867, 359.779,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,2.164, 1.326, -0.628,334.875, 331.061, 0.306,1.815, 0.828, -0.085,15.340, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,1
77.267,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.757, 342.862, 359.783,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,2.149, 1.324, -0.611,334.747, 330.640, 0.301,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,1
77.308,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.758, 342.863, 359.786,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,1,1.779, -0.027, -0.607,2.131, 1.322, -0.591,334.254, 330.665, 0.233,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,1
77.357,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.753, 342.860, 359.782,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,1,1.779, -0.027, -0.607,2.112, 1.319, -0.570,333.962, 330.635, 359.953,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,1
77.391,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.756, 342.863, 359.793,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,2.097, 1.315, -0.553,334.130, 330.932, 359.799,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,1
77.429,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.750, 342.863, 359.784,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,2.080, 1.311, -0.534,334.467, 331.767, 358.993,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,0
77.467,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.750, 342.863, 359.787,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,2.061, 1.306, -0.513,335.192, 333.393, 357.868,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,0
77.507,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.750, 342.867, 359.781,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,2.042, 1.301, -0.495,335.603, 334.618, 357.080,1.815, 0.828, -0.085,15.340, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,0
77.548,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.753, 342.862, 359.783,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,2.026, 1.298, -0.480,335.925, 334.879, 356.576,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,0
77.587,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.755, 342.864, 359.786,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,2.011, 1.294, -0.470,335.574, 335.832, 357.510,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,0
77.632,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.753, 342.865, 359.788,-0.495, 0.785, 0.692,15.272, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.997, 1.290, -0.461,335.510, 335.767, 358.325,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,0
77.669,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.752, 342.860, 359.783,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.986, 1.288, -0.453,336.470, 335.438, 359.210,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,0
77.707,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.750, 342.865, 359.787,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.976, 1.288, -0.445,336.902, 335.376, 359.811,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,0
77.747,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.750, 342.861, 359.789,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.969, 1.289, -0.440,336.914, 336.254, 0.033,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,0
77.789,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.751, 342.859, 359.787,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.962, 1.290, -0.435,337.123, 337.838, 359.415,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,0
77.833,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.753, 342.858, 359.791,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.957, 1.292, -0.431,337.172, 338.932, 358.968,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,0
77.870,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.751, 342.862, 359.790,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,1,1.779, -0.027, -0.607,1.952, 1.294, -0.430,337.202, 339.806, 359.142,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,1
77.908,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.751, 342.866, 359.788,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,1,1.779, -0.027, -0.607,1.947, 1.295, -0.429,337.128, 340.508, 359.487,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,1
77.949,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.746, 342.860, 359.787,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,1,1.779, -0.027, -0.607,1.940, 1.298, -0.427,337.485, 341.754, 359.702,1.815, 0.828, -0.085,15.340, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,1
77.989,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.753, 342.863, 359.783,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,1,1.779, -0.027, -0.607,1.936, 1.301, -0.425,337.537, 342.265, 359.828,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,1
78.034,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.748, 342.857, 359.790,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.934, 1.305, -0.425,336.808, 342.632, 0.116,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,1
78.068,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.749, 342.860, 359.782,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,1,1.779, -0.027, -0.607,1.932, 1.308, -0.424,335.965, 343.509, 0.247,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,1
78.113,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.752, 342.859, 359.786,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,1,1.779, -0.027, -0.607,1.932, 1.311, -0.423,336.370, 344.132, 0.108,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,1
78.147,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.751, 342.864, 359.786,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,1,1.779, -0.027, -0.607,1.933, 1.315, -0.423,336.516, 344.332, 359.969,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,1
78.193,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.749, 342.863, 359.783,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,1,1.779, -0.027, -0.607,1.935, 1.318, -0.423,336.652, 344.485, 359.835,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,1
78.227,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.755, 342.868, 359.783,-0.495, 0.785, 0.692,15.273, 9.636, 55.331,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,1,1.779, -0.027, -0.607,1.941, 1.323, -0.423,336.792, 344.810, 359.345,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,0
78.267,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.748, 342.859, 359.786,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,1,1.779, -0.027, -0.607,1.946, 1.326, -0.424,337.094, 344.726, 359.309,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,1
78.308,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.754, 342.862, 359.787,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.953, 1.329, -0.425,336.748, 344.776, 358.979,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,1
78.354,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.753, 342.861, 359.786,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.957, 1.329, -0.425,336.656, 344.761, 358.802,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,1
78.389,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.750, 342.860, 359.787,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.961, 1.331, -0.424,337.134, 344.690, 358.594,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,1
78.430,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.754, 342.862, 359.784,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.965, 1.332, -0.423,337.155, 344.580, 358.406,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,0
78.467,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.754, 342.859, 359.783,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.967, 1.333, -0.421,337.514, 344.745, 358.170,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,0
78.508,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.751, 342.858, 359.785,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.969, 1.334, -0.420,337.508, 344.729, 357.890,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,0
78.556,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.750, 342.859, 359.783,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,1,1.779, -0.027, -0.607,1.970, 1.333, -0.419,337.260, 344.652, 357.759,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,1
78.590,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.750, 342.856, 359.787,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,1,1.779, -0.027, -0.607,1.971, 1.332, -0.420,337.765, 344.666, 357.566,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,1
78.628,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.755, 342.861, 359.784,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.971, 1.332, -0.421,338.100, 344.605, 357.508,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,1
78.669,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.756, 342.862, 359.786,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.972, 1.332, -0.424,338.477, 344.345, 357.434,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,1
78.707,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.754, 342.863, 359.780,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.972, 1.333, -0.427,339.186, 344.284, 357.289,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,1
78.748,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.751, 342.857, 359.787,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,1,1.779, -0.027, -0.607,1.972, 1.333, -0.430,339.562, 344.861, 357.004,1.815, 0.828, -0.085,15.340, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,1
78.794,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.754, 342.861, 359.785,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,1,1.779, -0.027, -0.607,1.971, 1.334, -0.432,339.991, 345.441, 356.997,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,1
78.828,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.756, 342.854, 359.793,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,1,1.779, -0.027, -0.607,1.970, 1.336, -0.435,339.693, 345.793, 356.926,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,0
78.869,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.753, 342.859, 359.787,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.969, 1.336, -0.437,339.181, 346.522, 356.727,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,0
78.906,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.755, 342.861, 359.787,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.967, 1.337, -0.438,339.524, 346.958, 356.931,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,0
78.956,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.752, 342.866, 359.787,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.965, 1.338, -0.438,339.657, 347.259, 357.238,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,0
78.986,0.000, -0.027, 0.000,-0.381, 0.816, 0.443,354.752, 342.853, 359.786,-0.495, 0.785, 0.692,15.273, 9.636, 55.332,-0.619, 0.786, 0.700,14.771, 271.294, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.963, 1.338, -0.437,339.572, 347.084, 357.795,1.815, 0.828, -0.085,15.341, 278.915, 53.189,1.734, 0.827, 0.003,19.337, 8.430, 306.390,null,null,null,0,null,null,null,1,0
