time, U1PosX, U1PosY, U1PosZ, U1HeadX, U1HeadY, U1HeadZ, U1HeadEulerX, U1HeadEulerY, U1LocalHeadEulerZ, U1ControllerRX, U1ControllerRY, U1ControllerRZ, U1ControllerEulerRX, U1ControllerEulerRY, U1ControllerEulerRZ,U1ControllerLX, U1ControllerLY, U1ControllerLZ, U1ControllerEulerLX, U1ControllerEulerLY, U1ControllerEulerLZ,U1PointerX, U1PointerY, U1PointerZ, U1PointerVis, U1StickyPointerX, U1StickyPointerY, U1StickyPointerZ, U1StickyPointerVis, U1Speaking,U2PosX, U2PosY, U2PosZ, U2HeadX, U2HeadY, U2HeadZ, U2HeadEulerX, U2HeadEulerY, U2LocalHeadEulerZ, U2ControllerRX, U2ControllerRY, U2ControllerRZ, U2ControllerEulerRX, U2ControllerEulerRY, U2ControllerEulerRZ,U2ControllerLX, U2ControllerLY, U2ControllerLZ, U2ControllerEulerLX, U2ControllerEulerLY, U2ControllerEulerLZ,U2PointerX, U2PointerY, U2PointerZ, U2PointerVis, U2StickyPointerX, U2StickyPointerY, U2StickyPointerZ, U2StickyPointerVis, U2Speaking
50.242,0.000, -0.027, 0.000,0.762, 0.829, 0.148,356.745, 20.475, 1.427,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.920,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
50.280,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.752, 20.475, 1.433,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.920,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
50.322,0.000, -0.027, 0.000,0.762, 0.829, 0.147,356.752, 20.473, 1.430,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.920,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
50.361,0.000, -0.027, 0.000,0.762, 0.829, 0.148,356.756, 20.474, 1.432,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.920,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
50.402,0.000, -0.027, 0.000,0.762, 0.829, 0.148,356.755, 20.475, 1.431,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.920,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
50.440,0.000, -0.027, 0.000,0.762, 0.829, 0.147,356.751, 20.472, 1.441,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.920,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
50.483,0.000, -0.027, 0.000,0.762, 0.829, 0.147,356.760, 20.468, 1.439,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.920,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
50.521,0.000, -0.027, 0.000,0.762, 0.829, 0.147,356.754, 20.465, 1.435,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.920,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
50.563,0.000, -0.027, 0.000,0.762, 0.829, 0.147,356.757, 20.461, 1.444,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.920,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
50.602,0.000, -0.027, 0.000,0.762, 0.829, 0.147,356.757, 20.467, 1.440,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.920,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
50.641,0.000, -0.027, 0.000,0.762, 0.829, 0.147,356.752, 20.460, 1.440,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.920,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
50.683,0.000, -0.027, 0.000,0.762, 0.829, 0.147,356.760, 20.459, 1.435,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.920,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
50.723,0.000, -0.027, 0.000,0.762, 0.829, 0.147,356.762, 20.462, 1.435,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.920,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
50.762,0.000, -0.027, 0.000,0.762, 0.829, 0.148,356.760, 20.458, 1.432,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.920,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
50.801,0.000, -0.027, 0.000,0.762, 0.829, 0.148,356.762, 20.461, 1.425,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.919,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
50.842,0.000, -0.027, 0.000,0.762, 0.829, 0.148,356.765, 20.469, 1.428,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.920,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
50.881,0.000, -0.027, 0.000,0.762, 0.829, 0.148,356.764, 20.467, 1.424,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.920,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
50.920,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.757, 20.470, 1.427,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.920,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
50.962,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.757, 20.475, 1.424,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.920,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
51.001,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.757, 20.475, 1.427,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.920,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
51.042,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.753, 20.475, 1.422,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.920,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
51.081,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.752, 20.477, 1.421,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.919,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
51.120,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.743, 20.470, 1.423,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.920,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
51.162,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.746, 20.479, 1.419,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.920,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
51.201,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.740, 20.474, 1.419,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.920,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
51.240,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.743, 20.472, 1.420,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.920,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
51.282,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.743, 20.481, 1.420,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.920,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
51.321,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.742, 20.480, 1.416,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.920,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
51.363,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.742, 20.490, 1.408,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.920,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
51.402,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.749, 20.489, 1.404,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.920,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
51.441,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.750, 20.490, 1.411,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.920,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
51.483,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.749, 20.488, 1.411,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.427,49.809, 2.149, 179.920,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
51.521,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.754, 20.489, 1.412,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.919,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
51.563,0.000, -0.027, 0.000,0.761, 0.829, 0.149,356.751, 20.494, 1.411,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.920,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
51.601,0.000, -0.027, 0.000,0.761, 0.829, 0.149,356.747, 20.490, 1.407,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.920,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
51.642,0.000, -0.027, 0.000,0.761, 0.829, 0.149,356.750, 20.496, 1.406,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.920,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
51.681,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.746, 20.493, 1.408,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.920,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
51.720,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.746, 20.494, 1.410,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.427,49.809, 2.149, 179.920,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
51.761,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.740, 20.494, 1.408,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.920,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
51.802,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.741, 20.494, 1.408,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.920,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
51.841,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.740, 20.492, 1.413,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.920,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
51.883,0.000, -0.027, 0.000,0.762, 0.829, 0.148,356.738, 20.493, 1.416,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.920,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
51.921,0.000, -0.027, 0.000,0.762, 0.829, 0.148,356.735, 20.490, 1.414,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.920,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
51.962,0.000, -0.027, 0.000,0.761, 0.829, 0.149,356.737, 20.489, 1.417,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.920,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
52.000,0.000, -0.027, 0.000,0.761, 0.829, 0.149,356.737, 20.490, 1.417,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.920,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
52.041,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.731, 20.488, 1.414,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.920,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
52.083,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.732, 20.488, 1.417,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.920,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
52.123,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.735, 20.487, 1.423,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.920,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
52.162,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.740, 20.486, 1.424,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.919,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
52.200,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.734, 20.492, 1.430,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.920,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
52.242,0.000, -0.027, 0.000,0.762, 0.829, 0.148,356.740, 20.489, 1.427,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.920,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
52.283,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.738, 20.483, 1.434,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.920,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
52.321,0.000, -0.027, 0.000,0.761, 0.829, 0.148,356.735, 20.486, 1.430,0.832, 0.801, 0.431,50.433, 18.076, 179.285,0.717, 0.800, 0.426,49.809, 2.149, 179.920,null,null,null,0,null,null,null,1,0,-1.544, -0.027, -0.537,-1.398, 1.243, -0.250,14.644, 15.646, 0.176,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,-1.544, -0.027, -0.537,0.000, 0.000, 0.000,null,null,null,0,-2.981, 1.186, 0.331,0,0
